Specie,Recording,start_segment,End Time (s),f_min,f_max,Start of the next vocalization (s),length_segment,intersyllable_gap
Nannopterum_brasilianum,XC108205.mp3,3.2561,3.4968,76.806,2861.039,3.6512,0.2407,0.1544
Nannopterum_brasilianum,XC16399.mp3,8.4644,8.6196,172.284,5900.728,11.1021,0.1552,2.4825
Nannopterum_brasilianum,XC16592.mp3,2.1075,2.2379,488.793,6462.931,3.5899,0.1303,1.3521
Nannopterum_brasilianum,XC177197.mp3,9.7032,9.9733,288.024,825.669,10.2916,0.2701,0.3184
Nannopterum_brasilianum,XC197437.mp3,14.4796,14.8558,1330.603,2253.879,32.7802,0.3762,17.9245
Nemosia_pileata,XC1080129.mp3,1.5662,1.6089,6010.344,10083.62,3.0361,0.0428,1.4272
Nemosia_pileata,XC1008360.mp3,0.6092,0.6419,2600.985,17024.631,1.8485,0.0327,1.2065
Nemosia_pileata,XC149916.mp3,3.967,4.0666,4792.256,8234.58,4.4418,0.0996,0.3753
Nemosia_pileata,XC226635.mp3,1.4635,1.5087,4453.448,14555.172,1.6219,0.0453,0.1132
Nemosia_pileata,XC226636.mp3,4.0221,4.0992,5648.276,9558.621,4.8697,0.0771,0.7705
Nengetus_cinereus,XC15427.mp3,7.6432,7.9788,2957.047,4800.402,12.1887,0.3356,4.2099
Nengetus_cinereus,XC150402.mp3,5.7364,6.5711,2063.793,4344.828,11.2392,0.8347,4.6681
Nengetus_cinereus,XC287441.mp3,14.466,15.2779,2498.276,4779.31,,0.812,
Nengetus_cinereus,XC157299.mp3,9.8509,10.9841,1955.172,4779.31,17.2631,1.1332,6.2791
Nengetus_cinereus,XC110254.mp3,4.9721,6.1592,2498.276,4344.828,10.4759,1.1871,4.3167
Neochen_jubata,XC196986.mp3,2.5675,2.7627,192.016,2995.451,3.2864,0.1951,0.5238
Neochen_jubata,XC200617.mp3,15.1258,15.6929,198.895,3480.663,15.7973,0.5671,0.1045
Neochen_jubata,XC200616.mp3,3.0094,3.228,140.64,2672.16,3.251,0.2187,0.023
Neochen_jubata,XC102929.mp3,4.4647,4.5539,307.226,5453.256,4.8844,0.0892,0.3305
Neochen_jubata,XC200619.mp3,1.3496,1.6079,198.895,5403.315,3.8068,0.2583,2.1989
Neocrex_erythrops,XC1026127.mp3,3.9864,4.095,1309.599,4202.901,4.3624,0.1086,0.2674
Neocrex_erythrops,XC226647.mp3,0.8076,0.8771,1035.497,4568.37,1.1497,0.0695,0.2726
Neocrex_erythrops,XC226651.mp3,18.4228,18.5197,852.762,8771.271,18.8319,0.0969,0.3122
Neocrex_erythrops,XC226652.mp3,2.4665,2.5141,53.839,559.923,2.7498,0.0476,0.2357
Neocrex_erythrops,XC196451.mp3,0.7887,0.8486,82.949,552.995,1.1141,0.0599,0.2655
Neopelma_pallescens,XC1067305.mp3,4.5495,4.6796,820.465,2589.593,4.8171,0.1302,0.1375
Neopelma_pallescens,XC1006618.mp3,1.5628,1.709,791.851,4994.751,1.8386,0.1463,0.1295
Neopelma_pallescens,XC1006625.mp3,4.2608,4.3846,689.136,3962.533,4.506,0.1238,0.1214
Neopelma_pallescens,XC102840.mp3,0.967,1.1358,775.278,3962.533,1.4417,0.1688,0.3059
Neopelma_pallescens,XC1035755.mp3,1.3279,1.5019,990.633,5039.308,1.6642,0.174,0.1624
Neothraupis_fasciata,XC291600.mp3,0.5719,0.6292,2498.276,14446.552,0.9037,0.0573,0.2745
Neothraupis_fasciata,XC226681.mp3,0.1704,0.3342,1737.931,10427.586,0.3426,0.1638,0.0084
Neothraupis_fasciata,XC158735.mp3,0.4608,0.5033,2009.852,15605.911,0.7317,0.0426,0.2284
Neothraupis_fasciata,XC15369.mp3,0.1748,0.3592,1303.448,3693.103,0.4687,0.1844,0.1095
Neothraupis_fasciata,XC15368.mp3,1.1001,1.7626,1955.172,9775.862,1.8082,0.6625,0.0456
Netta_peposaca,XC48344.mp3,3.4728,4.2027,172.284,2411.976,4.5595,0.7299,0.3568
Netta_peposaca,XC226684.mp3,1.1843,1.4456,215.355,2433.512,1.8671,0.2612,0.4215
Netta_peposaca,XC226685.mp3,2.3335,2.7642,304.558,2314.641,3.1838,0.4307,0.4196
Netta_peposaca,XC468130.mp3,4.6223,5.1803,517.749,1644.613,7.0545,0.558,1.8742
Netta_peposaca,XC51737.mp3,2.3863,2.9508,152.279,1431.423,3.2639,0.5645,0.313
Nomonyx_dominicus,XC57607.mp3,2.2431,2.2893,193.82,516.852,2.3153,0.0462,0.026
Nomonyx_dominicus,XC57607.mp3,2.2431,2.2893,193.82,516.852,2.3153,0.0462,0.026
Nomonyx_dominicus,XC770310.mp3,1.8038,1.8989,1920.161,3341.08,1.9695,0.0951,0.0706
Nomonyx_dominicus,XC530421.mp3,3.4033,3.5027,1955.172,3801.724,3.5921,0.0994,0.0894
Nomonyx_dominicus,XC48341.mp3,3.5176,3.7459,183.052,592.226,3.8244,0.2283,0.0785
Nomonyx_dominicus,XC448475.mp3,1.933,2.0444,1996.967,3264.273,2.1209,0.1115,0.0764
Nomonyx_dominicus,XC48341.mp3,3.5176,3.7459,183.052,592.226,3.8244,0.2283,0.0785
Nonnula_rubecula,XC1176.mp3,4.5064,4.7095,1728.145,2611.418,4.9198,0.2031,0.2103
Nonnula_rubecula,XC119478.mp3,1.842,2.0733,1881.757,2765.031,2.3817,0.2313,0.3084
Nonnula_rubecula,XC189495.mp3,5.8899,6.0085,1755.575,2967.759,6.2026,0.1186,0.1941
Nonnula_rubecula,XC257969.mp3,5.1291,5.5257,1536.129,4301.16,6.987,0.3966,1.4613
Nonnula_rubecula,XC270868.mp3,13.1748,13.4436,1792.241,2579.741,13.8704,0.2688,0.4268
Nonnula_ruficapilla,XC151884.mp3,26.0148,26.2142,2517.241,2862.069,26.2862,0.1994,0.072
Nonnula_ruficapilla,XC141585.mp3,8.7763,8.9166,1766.548,2957.047,9.1733,0.1403,0.2566
Nonnula_ruficapilla,XC108521.mp3,5.8791,6.0782,1881.757,2841.838,6.2773,0.1991,0.1991
Nonnula_ruficapilla,XC1050571.mp3,6.8406,7.0606,1899.497,3086.683,7.3234,0.2199,0.2629
Nonnula_ruficapilla,XC108520.mp3,0.966,1.1758,1520.69,3041.379,1.3857,0.2099,0.2099
Nothura_maculosa,XC17155.mp3,1.7728,7.5325,2098.522,3162.562,8.6192,5.7597,1.0867
Nothura_maculosa,XC153780.mp3,6.0581,6.2412,1843.354,3072.257,6.7142,0.1831,0.473
Nothura_maculosa,XC105632.mp3,6.4202,9.6366,2118.103,3557.328,13.255,3.2165,3.6184
Nothura_maculosa,XC1067436.mp3,11.3375,11.5035,2416.81,3041.379,11.891,0.166,0.3874
Nothura_maculosa,XC17082.mp3,2.4067,7.6211,2128.079,3014.778,23.0792,5.2144,15.4582
Numenius_hudsonicus,XC257521.mp3,12.0958,12.1604,1928.017,2932.759,12.2128,0.0646,0.0524
Numenius_hudsonicus,XC182163.mp3,0.3747,0.4321,1943.673,2758.761,0.4811,0.0575,0.049
Numenius_hudsonicus,XC1016011.mp3,11.9207,12.072,1843.354,2841.838,12.1069,0.1513,0.0349
Numenius_hudsonicus,XC10909.mp3,2.7323,2.8158,1031.897,9775.862,3.0245,0.0835,0.2087
Numenius_hudsonicus,XC110504.mp3,25.3757,26.1051,1493.534,2688.362,28.8909,0.7294,2.7857
Nyctibius_grandis,XC14116.mp3,12.3887,13.2981,518.443,1036.887,29.0891,0.9095,15.7909
Nyctibius_grandis,XC135771.mp3,13.0221,14.3436,334.395,1128.584,21.8861,1.3215,7.5425
Nyctibius_grandis,XC1034571.mp3,8.8907,9.882,638.147,991.164,22.1867,0.9913,12.3047
Nyctibius_grandis,XC119215.mp3,11.8717,13.6394,499.242,1113.693,20.188,1.7677,6.5485
Nyctibius_grandis,XC1040540.mp3,25.2747,26.606,466.019,961.165,,1.3313,
Nyctibius_griseus,XC1010900.mp3,23.7435,24.794,669.951,1300.493,33.1277,1.0506,8.3337
Nyctibius_griseus,XC1014658.mp3,4.5748,4.7936,488.793,909.698,27.2532,0.2189,22.4596
Nyctibius_griseus,XC104826.mp3,23.3733,24.5408,794.189,1044.985,,1.1675,
Nyctibius_griseus,XC1053925.mp3,5.38,7.3216,651.724,1086.207,,1.9416,
Nyctibius_griseus,XC1059996.mp3,13.6169,16.1425,537.645,1401.717,27.338,2.5255,11.1956
Nycticorax_nycticorax,XC1005035.mp3,9.7869,9.9536,464.088,1823.204,24.0945,0.1667,14.1409
Nycticorax_nycticorax,XC1004946.mp3,15.3399,15.6549,1035.497,7796.685,16.5587,0.315,0.9038
Nycticorax_nycticorax,XC1004502.mp3,3.5797,3.7431,1127.072,2055.249,6.4102,0.1633,2.6671
Nycticorax_nycticorax,XC1003736.mp3,8.2325,8.4477,994.475,1856.354,13.3964,0.2152,4.9487
Nycticorax_nycticorax,XC1004659.mp3,15.8487,15.9852,1078.24,2156.48,26.3653,0.1365,10.3801
Nyctidromus_albicollis,XC100001.mp3,3.1474,3.7445,947.562,2282.763,5.2727,0.5971,1.5282
Nyctidromus_albicollis,XC1006007.mp3,3.4548,3.7877,1126.865,2527.831,6.1525,0.3329,2.3648
Nyctidromus_albicollis,XC1006052.mp3,0.8547,0.9174,395.925,1400.967,1.0496,0.0627,0.1323
Nyctidromus_albicollis,XC1006632.mp3,4.0567,4.1242,60.912,1187.776,4.4503,0.0674,0.3262
Nyctidromus_albicollis,XC1008482.mp3,7.4075,7.5988,646.065,1808.982,8.2923,0.1913,0.6935
Nyctiphrynus_ocellatus,XC1068567.mp3,2.7395,3.3099,710.672,2045.873,6.1535,0.5704,2.8436
Nyctiphrynus_ocellatus,XC107726.mp3,7.0101,7.5962,775.278,1852.053,10.9489,0.5861,3.3527
Nyctiphrynus_ocellatus,XC1033117.mp3,5.9221,6.5118,861.42,2110.479,10.6705,0.5897,4.1588
Nyctiphrynus_ocellatus,XC1038988.mp3,8.7392,9.3006,539.12,2203.36,15.6346,0.5614,6.334
Nyctiphrynus_ocellatus,XC1018914.mp3,4.9823,5.6763,1044.199,2071.823,8.7292,0.694,3.0529
Nyctiprogne_leucopyga,XC119453.mp3,1.2574,1.5684,670.028,2101.45,2.1902,0.3109,0.6218
Nyctiprogne_leucopyga,XC113976.mp3,1.3372,1.4943,852.762,1979.627,2.2914,0.1571,0.7972
Nyctiprogne_leucopyga,XC1072105.mp3,3.564,3.8628,818.349,1636.698,6.9119,0.2988,3.0491
Nyctiprogne_leucopyga,XC1072106.mp3,3.7328,3.9643,926.027,2175.086,5.6524,0.2315,1.6881
Nyctiprogne_leucopyga,XC110745.mp3,1.5625,2.0023,861.878,1756.906,3.5532,0.4398,1.5509
Nystalus_chacuru,XC108196.mp3,2.4506,2.6154,1005.041,2131.906,2.6316,0.1647,0.0162
Nystalus_chacuru,XC121869.mp3,3.0648,3.4907,796.814,3014.97,3.502,0.4259,0.0113
Nystalus_chacuru,XC1013169.mp3,1.7031,1.9287,1313.666,2175.086,2.0244,0.2256,0.0956
Nystalus_chacuru,XC1008365.mp3,0.3266,0.61,1392.265,2055.249,0.759,0.2834,0.149
Nystalus_chacuru,XC1015987.mp3,1.9717,2.0083,1248.688,1538.018,2.0546,0.0366,0.0463
Nystalus_maculatus,XC1030228.mp3,2.6368,2.6729,1421.343,2024.337,2.6919,0.0361,0.019
Nystalus_maculatus,XC107275.mp3,0.9633,1.0931,1218.232,2223.273,1.1276,0.1298,0.0345
Nystalus_maculatus,XC172829.mp3,2.3942,2.7132,762.431,2784.53,2.7901,0.319,0.0768
Nystalus_maculatus,XC211658.mp3,2.3405,2.6324,1172.0,2156.48,2.6806,0.2919,0.0482
Nystalus_maculatus,XC119036.mp3,2.5112,2.916,1529.021,2325.834,3.0144,0.4049,0.0984
Nystalus_striatipectus,XC127044.mp3,3.9851,4.2806,1126.865,2527.831,4.3996,0.2955,0.119
Nystalus_striatipectus,XC12784.mp3,3.2139,3.4973,1187.776,2162.362,3.6153,0.2834,0.1181
Nystalus_striatipectus,XC189905.mp3,1.4699,1.7009,1176.796,2270.718,1.8051,0.2309,0.1043
Nystalus_striatipectus,XC189906.mp3,1.5039,1.7162,820.4,3750.401,,0.2123,
Nystalus_striatipectus,XC273196.mp3,3.4276,3.7146,990.633,4091.746,3.8253,0.287,0.1107
Oporornis_agilis,XC121778.mp3,7.7801,8.0032,2670.402,4910.095,8.0194,0.2231,0.0162
Oporornis_agilis,XC1044161.mp3,8.6181,8.7155,2519.337,11138.122,10.9106,0.0974,2.1951
Oporornis_agilis,XC1013973.mp3,0.4983,0.6048,4172.321,5250.561,0.6279,0.1066,0.023
Oporornis_agilis,XC1013971.mp3,8.989,9.0939,4375.691,5569.061,9.1091,0.1048,0.0153
Oporornis_agilis,XC103832.mp3,0.9392,1.0225,1949.171,4690.193,1.1541,0.0833,0.1316
Ortalis_canicollis,XC100828.mp3,11.1264,11.1928,473.781,6417.58,11.2732,0.0664,0.0804
Ortalis_canicollis,XC1050459.mp3,8.1785,8.4906,365.47,2893.301,8.874,0.312,0.3835
Ortalis_canicollis,XC115879.mp3,4.0725,4.2026,473.781,6503.722,4.3008,0.1301,0.0982
Ortalis_canicollis,XC123600.mp3,14.8738,15.1102,596.685,3779.006,15.7102,0.2364,0.6
Ortalis_canicollis,XC123603.mp3,22.8735,23.0478,415.094,3433.962,23.0905,0.1743,0.0428
Orthopsittaca_manilatus,XC1034542.mp3,10.9768,11.1535,913.674,6700.276,11.349,0.1767,0.1955
Orthopsittaca_manilatus,XC1044071.mp3,2.9641,3.232,1035.497,6030.249,3.3725,0.2679,0.1405
Orthopsittaca_manilatus,XC1031771.mp3,0.6907,0.8251,928.177,15646.409,1.9432,0.1344,1.1181
Orthopsittaca_manilatus,XC1031770.mp3,29.4409,29.61,928.177,15381.215,29.846,0.1691,0.236
Orthopsittaca_manilatus,XC103440.mp3,16.172,16.5493,812.587,5313.068,16.6037,0.3772,0.0544
Oxyura_vittata,XC1078060.mp3,1.3052,1.4058,947.562,10337.042,4.6528,0.1006,3.247
Oxyura_vittata,XC44471.mp3,1.9165,2.0164,365.47,3532.873,2.1647,0.0999,0.1484
Oxyura_vittata,XC774895.mp3,1.0382,1.1052,750.08,5906.881,1.3062,0.067,0.201
Oxyura_vittata,XC774896.mp3,0.8898,0.9523,421.92,5203.681,1.0459,0.0624,0.0937
Pachyramphus_castaneus,XC116451.mp3,5.6536,6.143,2812.8,4078.561,6.1811,0.4894,0.0381
Pachyramphus_castaneus,XC118637.mp3,21.0679,21.4538,2771.648,7391.061,21.4768,0.3859,0.023
Pachyramphus_castaneus,XC119520.mp3,0.5374,0.8876,2455.047,3661.036,0.9452,0.3502,0.0576
Pachyramphus_castaneus,XC119855.mp3,2.1407,2.4799,2801.934,3563.329,2.5127,0.3392,0.0328
Pachyramphus_castaneus,XC129762.mp3,0.7653,1.049,2756.544,11198.462,1.1293,0.2837,0.0803
Pachyramphus_marginatus,XC15106.mp3,2.8991,3.2272,1949.171,9928.591,3.2376,0.3281,0.0104
Pachyramphus_marginatus,XC147773.mp3,0.9116,1.1941,2196.621,4307.101,1.2487,0.2825,0.0546
Pachyramphus_marginatus,XC11726.mp3,22.7128,23.086,1981.266,11715.314,23.133,0.3732,0.047
Pachyramphus_marginatus,XC119930.mp3,0.9815,1.2571,2146.758,4094.288,1.3137,0.2756,0.0566
Pachyramphus_marginatus,XC139984.mp3,1.0412,1.3564,2345.097,4507.459,1.382,0.3152,0.0256
Pachyramphus_polychopterus,XC10229.mp3,3.5405,3.6463,1735.981,2984.669,3.7143,0.1058,0.068
Pachyramphus_polychopterus,XC1025355.mp3,22.7234,22.9626,1968.96,12188.802,23.0439,0.2391,0.0813
Pachyramphus_polychopterus,XC1031455.mp3,0.5987,0.8295,1922.08,3891.041,0.9053,0.2308,0.0757
Pachyramphus_polychopterus,XC1042952.mp3,3.8925,3.9673,1722.84,14385.716,4.0531,0.0748,0.0858
Pachyramphus_polychopterus,XC1049848.mp3,1.2251,1.371,1461.878,14618.785,1.6515,0.1459,0.2806
Pachyramphus_validus,XC282684.mp3,15.7472,15.787,852.762,14740.608,15.7951,0.0397,0.0081
Pachyramphus_validus,XC195924.mp3,12.1404,12.1661,3187.255,11543.03,12.1851,0.0257,0.019
Pachyramphus_validus,XC189669.mp3,12.8575,13.2415,4640.884,14320.442,15.0386,0.384,1.7971
Pachyramphus_validus,XC1016162.mp3,1.3515,1.3743,3654.696,12547.79,1.3929,0.0228,0.0186
Pachyramphus_validus,XC119358.mp3,28.7992,28.8241,516.852,15106.077,28.8318,0.0249,0.0077
Pachyramphus_viridis,XC1002603.mp3,2.0284,2.114,1096.409,7187.569,2.132,0.0857,0.018
Pachyramphus_viridis,XC1064094.mp3,0.3309,0.4602,1458.564,11138.122,0.4756,0.1293,0.0153
Pachyramphus_viridis,XC1071818.mp3,1.4251,1.5084,1591.16,10077.348,1.5515,0.0833,0.0431
Pachyramphus_viridis,XC119359.mp3,15.7101,15.7974,1033.594,15618.75,15.808,0.0873,0.0105
Pachyramphus_viridis,XC119898.mp3,2.0667,2.124,974.586,3289.227,2.1693,0.0573,0.0453
Pandion_haliaetus,XC1015790.mp3,1.6727,1.796,1524.862,4508.287,1.9108,0.1234,0.1148
Pandion_haliaetus,XC1034307.mp3,4.0177,4.1155,1765.911,4953.166,4.1895,0.0978,0.0739
Pandion_haliaetus,XC1004466.mp3,0.8792,1.1686,1949.171,5299.309,1.216,0.2893,0.0475
Pandion_haliaetus,XC10887.mp3,1.0695,1.1827,1981.266,5857.657,1.8229,0.1132,0.6401
Pandion_haliaetus,XC1013324.mp3,4.7596,4.8312,795.58,10872.928,4.9707,0.0716,0.1394
Parabuteo_unicinctus,XC1065895.mp3,9.5874,10.2142,2498.276,9884.483,10.3921,0.6268,0.1779
Parabuteo_unicinctus,XC196286.mp3,32.003,33.1646,668.791,14378.999,46.1299,1.1615,12.9653
Parabuteo_unicinctus,XC232835.mp3,3.8716,4.0456,2347.322,16018.866,4.5676,0.174,0.522
Parabuteo_unicinctus,XC238753.mp3,2.8538,3.1887,651.724,10061.642,3.5077,0.3348,0.319
Parabuteo_unicinctus,XC1325.mp3,5.0038,5.3157,1575.0,7983.621,5.878,0.3119,0.5623
Pardirallus_maculatus,XC119784.mp3,9.4528,9.4833,11.074,183.823,9.4922,0.0305,0.0089
Pardirallus_maculatus,XC119785.mp3,44.4793,44.5188,115.21,2611.418,44.6512,0.0394,0.1324
Pardirallus_maculatus,XC199679.mp3,1.1216,1.1889,28.802,960.08,1.2007,0.0674,0.0118
Pardirallus_maculatus,XC199681.mp3,0.4166,0.4479,27.155,1011.53,0.4914,0.0313,0.0435
Pardirallus_maculatus,XC199682.mp3,3.4535,3.4869,67.888,964.009,3.5275,0.0334,0.0407
Pardirallus_nigricans,XC1064763.mp3,1.636,2.2047,1086.207,13251.724,2.6009,0.5688,0.3962
Pardirallus_nigricans,XC1064764.mp3,3.1651,4.2202,1536.129,11751.383,4.6054,1.055,0.3852
Pardirallus_nigricans,XC1068891.mp3,3.8808,4.3673,1182.266,7211.823,5.85,0.4865,1.4827
Pardirallus_nigricans,XC108644.mp3,10.088,11.1945,1303.448,15858.621,15.4177,1.1065,4.2231
Pardirallus_nigricans,XC1074542.mp3,2.2199,2.2596,1170.384,14629.795,,0.0397,
Paroaria_capitata,XC148700.mp3,14.3748,14.5555,2549.764,4472.537,14.9276,0.1807,0.3721
Paroaria_capitata,XC171670.mp3,12.6496,12.7816,945.813,11054.187,18.3472,0.132,5.5656
Paroaria_capitata,XC360591.mp3,2.6354,2.7595,3258.621,4725.0,3.0285,0.1241,0.269
Paroaria_capitata,XC50743.mp3,5.2783,5.4164,2025.116,13394.557,9.3367,0.138,3.9204
Paroaria_capitata,XC47119.mp3,8.0305,8.1922,1955.172,9015.517,11.8813,0.1616,3.6891
Paroaria_coronata,XC144401.mp3,1.82,1.9461,1737.931,7331.897,2.5517,0.1262,0.6055
Paroaria_coronata,XC1017323.mp3,2.5084,2.733,1303.448,16293.103,3.9714,0.2246,1.2384
Paroaria_coronata,XC115735.mp3,6.6745,6.9936,1170.384,3511.151,7.1026,0.3191,0.109
Paroaria_coronata,XC115737.mp3,6.5306,6.833,1536.946,17497.537,7.4472,0.3024,0.6142
Paroaria_coronata,XC11838.mp3,3.6477,3.9398,1303.448,3693.103,4.5689,0.2921,0.629
Passer_domesticus,XC1000094.mp3,6.9351,7.0987,1895.701,5288.009,8.1389,0.1636,1.0403
Passer_domesticus,XC1000679.mp3,2.5047,2.664,1655.172,6266.01,4.1896,0.1593,1.5256
Passer_domesticus,XC1001803.mp3,2.0954,2.2546,2715.517,5648.276,3.1781,0.1592,0.9235
Passer_domesticus,XC1002492.mp3,4.2291,4.3606,1846.552,9450.0,5.7921,0.1315,1.4315
Passer_domesticus,XC1002493.mp3,1.6877,1.8823,1846.552,11731.034,2.5337,0.1946,0.6514
Patagioenas_cayennensis,XC1039028.mp3,3.1976,3.9969,288.024,768.064,4.9758,0.7994,0.9788
Patagioenas_cayennensis,XC101382.mp3,3.1328,3.9043,298.707,868.966,4.3238,0.7715,0.4194
Patagioenas_cayennensis,XC1027739.mp3,16.5783,16.9705,380.172,936.853,17.8869,0.3922,0.9164
Patagioenas_cayennensis,XC105.mp3,2.4674,2.6388,340.43,902.14,2.8742,0.1713,0.2354
Patagioenas_cayennensis,XC105663.mp3,4.2171,4.3236,355.295,867.338,4.5294,0.1065,0.2059
Patagioenas_picazuro,XC119107.mp3,6.7865,6.8632,268.822,1056.088,6.8731,0.0767,0.0099
Patagioenas_picazuro,XC1053013.mp3,8.5635,9.114,353.017,760.345,9.792,0.5505,0.6779
Patagioenas_picazuro,XC113853.mp3,1.9046,1.9865,325.862,814.655,2.2404,0.0819,0.2539
Patagioenas_picazuro,XC124536.mp3,2.7706,2.9542,354.68,783.251,3.0767,0.1837,0.1225
Patagioenas_picazuro,XC1050532.mp3,7.5152,7.9331,271.552,706.034,8.5131,0.4179,0.5801
Patagioenas_speciosa,XC1067307.mp3,3.6473,3.8581,271.552,543.103,4.2741,0.2109,0.416
Patagioenas_speciosa,XC104229.mp3,1.1234,1.6583,268.822,480.04,3.0225,0.5349,1.3641
Patagioenas_speciosa,XC1035151.mp3,3.8784,4.1045,230.819,543.103,4.5968,0.2262,0.4923
Patagioenas_speciosa,XC1003078.mp3,3.2512,3.4871,176.509,529.526,3.9705,0.2359,0.4834
Patagioenas_speciosa,XC104227.mp3,19.9632,20.3677,244.397,543.103,21.8198,0.4045,1.452
Patagioenas_subvinacea,XC1000986.mp3,8.4569,8.7054,665.302,1167.672,8.7854,0.2485,0.08
Patagioenas_subvinacea,XC1001102.mp3,13.8797,14.0006,841.81,1181.25,14.057,0.1209,0.0564
Patagioenas_subvinacea,XC1007718.mp3,7.895,7.9983,706.034,1276.293,8.1154,0.1033,0.1171
Patagioenas_subvinacea,XC1007719.mp3,5.1566,5.267,691.258,1228.903,5.3775,0.1105,0.1105
Patagioenas_subvinacea,XC1007766.mp3,1.9594,2.025,652.855,1286.508,2.1974,0.0656,0.1724
Penelope_ochrogaster,XC174771.mp3,7.3545,7.5282,162.931,3638.793,7.5885,0.1737,0.0603
Penelope_ochrogaster,XC100813.mp3,1.0545,1.1937,353.017,4154.741,1.2306,0.1392,0.0369
Penelope_ochrogaster,XC227433.mp3,8.2729,8.3248,244.397,2416.81,8.4096,0.0519,0.0849
Penelope_ochrogaster,XC174772.mp3,7.1786,7.3938,768.064,6682.159,7.4968,0.2152,0.1029
Penelope_ochrogaster,XC23712.mp3,8.3782,8.6944,461.638,4263.362,8.7347,0.3162,0.0402
Penelope_superciliaris,XC1018698.mp3,1.0467,1.2123,459.794,7147.7,1.2981,0.1656,0.0859
Penelope_superciliaris,XC108199.mp3,4.3907,4.6149,576.048,3072.257,4.9255,0.2243,0.3105
Penelope_superciliaris,XC119193.mp3,20.3648,20.4398,307.226,5530.063,20.6362,0.075,0.1964
Penelope_superciliaris,XC1913.mp3,7.1048,7.2221,380.172,7657.759,7.432,0.1174,0.2098
Penelope_superciliaris,XC227418.mp3,3.6206,3.7549,298.707,10906.513,3.847,0.1343,0.0921
Petrochelidon_pyrrhonota,XC1011725.mp3,1.026,1.2209,2758.761,5308.526,2.0315,0.1949,0.8105
Petrochelidon_pyrrhonota,XC1014023.mp3,6.3232,6.4182,1743.59,17846.154,7.0398,0.095,0.6217
Petrochelidon_pyrrhonota,XC1014026.mp3,3.9032,4.1428,1418.719,10403.941,4.2133,0.2396,0.0705
Petrochelidon_pyrrhonota,XC1014904.mp3,2.1245,2.1881,2009.852,12295.567,2.1961,0.0636,0.008
Petrochelidon_pyrrhonota,XC1014025.mp3,7.6247,7.6794,1839.174,5183.128,7.7219,0.0547,0.0425
Phacellodomus_ruber,XC1030211.mp3,54.7084,54.8633,760.345,11948.276,55.059,0.1548,0.1957
Phacellodomus_ruber,XC108200.mp3,12.0288,12.2169,1651.338,4127.586,12.2821,0.1881,0.0652
Phacellodomus_ruber,XC1074814.mp3,2.8177,2.9209,1303.448,10644.828,3.0758,0.1032,0.1548
Phacellodomus_ruber,XC1001795.mp3,3.778,3.8911,1955.172,18139.655,4.0451,0.1131,0.1539
Phacellodomus_ruber,XC1015992.mp3,1.3736,1.6309,1737.931,4399.138,1.6794,0.2572,0.0485
Phacellodomus_rufifrons,XC1019052.mp3,30.7736,30.8981,1182.266,12295.567,31.2599,0.1245,0.3619
Phacellodomus_rufifrons,XC1030251.mp3,0.8525,0.9168,651.724,11731.034,0.9572,0.0643,0.0404
Phacellodomus_rufifrons,XC1067277.mp3,6.336,6.4248,3187.841,12188.802,6.7631,0.0888,0.3383
Phacellodomus_rufifrons,XC114242.mp3,5.7954,5.8641,1303.448,13794.828,5.8879,0.0686,0.0239
Phacellodomus_rufifrons,XC118699.mp3,13.3919,13.4503,760.345,19877.586,13.4919,0.0584,0.0417
Phaeomyias_murina,XC1049861.mp3,0.716,0.8051,1096.409,10354.972,0.83,0.0891,0.0249
Phaeomyias_murina,XC1059177.mp3,4.9655,5.109,3005.525,5259.669,5.1298,0.1435,0.0209
Phaeomyias_murina,XC1019305.mp3,1.4604,1.5582,2784.53,14850.829,1.5861,0.0978,0.0279
Phaeomyias_murina,XC10219.mp3,22.9269,22.9923,2436.464,6943.923,23.0214,0.0654,0.029
Phaeomyias_murina,XC1051777.mp3,0.8011,0.9299,2342.541,5701.657,,0.1287,
Phaethornis_nattereri,XC10042.mp3,2.0117,2.2221,3898.343,7431.215,2.3734,0.2104,0.1513
Phaethornis_nattereri,XC227611.mp3,3.474,3.783,7431.215,9745.856,3.8318,0.309,0.0488
Phaethornis_nattereri,XC227612.mp3,0.6527,0.9068,6334.807,9014.917,0.9442,0.2541,0.0374
Phaethornis_nattereri,XC227613.mp3,13.4407,13.7386,5969.337,9867.68,13.7633,0.2979,0.0247
Phaethornis_nattereri,XC1035012.mp3,4.6407,4.8971,4629.282,8466.713,4.9781,0.2564,0.081
Phaethornis_pretrei,XC1083456.mp3,19.3197,19.7003,4358.783,7265.343,21.2635,0.3806,1.5633
Phaethornis_pretrei,XC1084277.mp3,0.9814,1.1647,3447.514,15116.022,1.5494,0.1833,0.3846
Phaethornis_pretrei,XC108645.mp3,0.9966,1.2617,5360.221,8283.978,1.4101,0.2651,0.1484
Phaethornis_pretrei,XC1035480.mp3,4.9247,5.2513,5556.245,9813.423,5.4175,0.3266,0.1662
Phaethornis_pretrei,XC103646.mp3,0.696,0.7853,4507.459,15227.901,0.8132,0.0893,0.0279
Phaethornis_ruber,XC1035479.mp3,3.8378,4.0518,6822.099,8710.359,4.3475,0.214,0.2957
Phaethornis_ruber,XC1040520.mp3,14.1001,14.2467,1705.525,2923.757,14.7964,0.1466,0.5497
