Specie,Recording,start_segment,End Time (s),f_min,f_max,Start of the next vocalization (s),length_segment,intersyllable_gap
Chlorostilbon_lucidus,XC1003136,5.0681,5.4322,1559.807,12478.457,7.6688,0.3641,2.2366
Chlorostilbon_lucidus,XC1025718,5.5795,5.9376,3022.159,12054.546,6.5126,0.3581,0.575
Chlorostilbon_lucidus,XC1041245,0.4685,0.5365,4140.071,9622.869,0.9758,0.068,0.4393
Chlorostilbon_lucidus,XC119331,0.4288,0.5375,1478.077,8553.462,1.0537,0.1087,0.5162
Chondrohierax_uncinatus,XC139287,1.8946,3.2328,1529.216,2927.888,9.8236,1.3382,6.5908
Chondrohierax_uncinatus,XC139286,2.1039,3.4206,1753.003,2554.909,12.2208,1.3167,8.8002
Chondrohierax_uncinatus,XC139285,2.6698,4.1747,1740.659,3824.176,10.2183,1.5049,6.0436
Chondrohierax_uncinatus,XC121472,4.056,5.4583,791.209,13239.56,22.7811,1.4023,17.3228
Chondrohierax_uncinatus,XC1012285,2.8353,3.8782,1959.262,5744.955,8.416,1.0429,4.5378
Chordeiles_acutipennis,XC1072160,1.5653,2.3049,490.673,829.904,3.8358,0.7396,1.5309
Chordeiles_acutipennis,XC109163,2.7816,17.3451,396.291,867.177,18.0311,14.5635,0.686
Chordeiles_acutipennis,XC138695,4.3254,7.2931,490.041,775.665,9.1302,2.9677,1.8371
Chordeiles_acutipennis,XC143708,0.3353,3.2124,583.769,726.463,4.7683,2.8771,1.5559
Chordeiles_acutipennis,XC176991,0.0,57.144,388.05,831.456,0.0,57.144,-57.144
Chordeiles_minor,XC1015174,2.0585,2.3067,2800.423,9409.421,4.2408,0.2482,1.9341
Chordeiles_minor,XC1021142,1.5099,1.7491,2571.264,5361.358,4.254,0.2392,2.5049
Chordeiles_minor,XC1021144,6.1713,6.4195,2715.107,4731.276,8.3176,0.2482,1.8981
Chordeiles_minor,XC1021149,1.4137,1.6271,2646.0,5292.0,2.8098,0.2134,1.1827
Chordeiles_minor,XC1021151,10.0546,10.2875,3090.052,5493.426,13.2233,0.2329,2.9358
Chordeiles_nacunda,XC228435,1.2642,1.8161,256.443,564.174,3.5781,0.5519,1.762
Chordeiles_nacunda,XC228434,0.3751,1.043,202.198,651.527,3.3449,0.6679,2.3019
Chordeiles_nacunda,XC228433,0.7732,1.3248,224.664,527.961,3.4652,0.5516,2.1404
Chordeiles_nacunda,XC15945,2.8864,3.3834,1901.994,2667.003,5.7453,0.497,2.3619
Chordeiles_nacunda,XC1039705,1.5648,1.6819,257.006,462.611,4.8276,0.1171,3.1457
Chordeiles_pusillus,XC1028683,2.6827,2.9373,2107.45,4934.517,5.0562,0.2546,2.1189
Chordeiles_pusillus,XC1036462,0.7349,0.7828,1524.903,5739.803,2.0652,0.0479,1.2824
Chordeiles_pusillus,XC1036466,0.1459,0.1907,1404.967,5448.53,1.3956,0.0448,1.2049
Chordeiles_pusillus,XC1052754,1.9814,2.0584,1233.629,1953.247,3.067,0.077,1.0086
Chordeiles_pusillus,XC1052759,4.1783,4.314,1482.069,2021.781,6.3167,0.1357,2.0027
Chroicocephalus_cirrocephalus,XC1084919,1.4869,1.6864,857.544,4313.705,2.0016,0.1995,0.3152
Chroicocephalus_cirrocephalus,XC164399,0.6142,0.9537,1302.164,6202.414,1.5518,0.3395,0.5981
Chroicocephalus_cirrocephalus,XC180917,0.5489,0.7708,1211.538,13811.538,1.7983,0.2219,1.0275
Chroicocephalus_cirrocephalus,XC180919,0.7425,1.023,1404.967,6682.159,1.541,0.2805,0.518
Chroicocephalus_cirrocephalus,XC211816,0.4783,1.0685,993.757,6647.892,1.3418,0.5902,0.2733
Chroicocephalus_maculipennis,XC44339,0.4637,0.9644,1204.096,16405.802,5.8062,0.5007,4.8418
Chroicocephalus_maculipennis,XC22562,0.6248,1.5651,796.875,6656.25,1.8567,0.9403,0.2916
Chroicocephalus_maculipennis,XC1078070,5.4422,6.4209,1696.24,2270.221,7.6618,0.9787,1.2409
Chroicocephalus_maculipennis,XC107509,0.1586,0.7529,1130.827,9183.685,1.1558,0.5943,0.4029
Chroicocephalus_maculipennis,XC107508,0.1423,1.5163,1211.538,8383.846,1.7517,1.374,0.2354
Chrysolampis_mosquitus,XC15479,0.2876,0.3885,3072.257,12212.222,1.1119,0.1009,0.7234
Chrysolampis_mosquitus,XC221076,0.3434,0.4426,3884.623,9206.023,1.2575,0.0992,0.8149
Chrysolampis_mosquitus,XC377215,0.3396,0.4767,4180.633,7333.241,1.1279,0.1371,0.6512
Chrysolampis_mosquitus,XC462247,4.8357,4.8975,4767.248,14077.402,6.4414,0.0618,1.5439
Chrysolampis_mosquitus,XC5219,0.6215,0.7868,3454.5,7129.5,1.8288,0.1653,1.042
Chrysomus_ruficapillus,XC1001556,1.4994,2.942,3094.737,5183.684,5.4523,1.4426,2.5103
Chrysomus_ruficapillus,XC1003131,1.3979,2.3728,3041.379,15739.138,10.5796,0.9749,8.2068
Chrysomus_ruficapillus,XC1017329,2.6064,2.669,1713.374,15214.762,5.3379,0.0626,2.6689
Chrysomus_ruficapillus,XC1018925,3.1757,4.4052,3225.0,19575.0,9.4877,1.2295,5.0825
Chrysomus_ruficapillus,XC1044381,9.5501,10.9926,1476.923,14716.484,13.8778,1.4425,2.8852
Chrysuronia_versicolor,XC142316,3.0973,3.2412,6780.575,9736.729,4.5568,0.1439,1.3156
Chrysuronia_versicolor,XC10634,0.7027,0.86,4347.13,12114.001,1.2372,0.1573,0.3772
Chrysuronia_versicolor,XC106247,5.9635,6.2143,8088.786,10396.769,8.5465,0.2508,2.3322
Chrysuronia_versicolor,XC1048327,0.9859,3.1237,1790.301,14732.686,4.2804,2.1378,1.1567
Chrysuronia_versicolor,XC1017277,0.7325,2.1788,4865.983,14906.355,7.1702,1.4463,4.9914
Ciconia_maguari,XC16348,6.8457,7.1268,565.413,3683.754,7.6266,0.2811,0.4998
Ciconia_maguari,XC50307,0.1622,0.2636,482.576,9948.485,0.7303,0.1014,0.4667
Ciconia_maguari,XC50308,0.9289,0.9883,408.333,11359.091,1.7639,0.0594,0.7756
Circus_buffoni,XC288364,1.313,3.6058,1238.434,9010.676,10.5199,2.2928,6.9141
Circus_buffoni,XC50296,0.9576,1.3645,2793.735,6465.502,1.8672,0.4069,0.5027
Circus_buffoni,XC50297,0.3941,0.744,1141.536,3062.656,3.2644,0.3499,2.5204
Circus_buffoni,XC50379,5.0273,5.2664,2118.919,2681.757,5.6733,0.2391,0.4069
Circus_buffoni,XC528334,12.5315,14.3557,2163.281,4401.157,15.1489,1.8242,0.7932
Cissopis_leverianus,XC118545,0.3687,9.141,2163.281,14359.707,20.5971,8.7723,11.4561
Cissopis_leverianus,XC1048815,2.2625,2.4554,4580.913,18522.822,2.545,0.1929,0.0896
Cissopis_leverianus,XC112201,0.2329,1.2095,4330.701,6472.418,2.9299,0.9766,1.7204
Cissopis_leverianus,XC1003119,2.7132,12.5145,2398.421,7272.632,13.6449,9.8013,1.1304
Cissopis_leverianus,XC1034551,15.3024,18.8435,2513.051,7174.357,31.1369,3.5411,12.2934
Claravis_pretiosa,XC102150,2.0355,9.0227,400.909,672.955,15.2236,6.9872,6.2009
Claravis_pretiosa,XC1037370,1.8695,6.9273,388.43,708.714,14.5207,5.0578,7.5934
Claravis_pretiosa,XC1050442,0.9068,4.0972,408.963,766.805,6.5002,3.1904,2.403
Claravis_pretiosa,XC10674,0.7851,0.9788,373.876,686.889,1.941,0.1937,0.9622
Claravis_pretiosa,XC1075756,2.6738,15.9628,205.139,708.661,18.91,13.289,2.9472
Clibanornis_rectirostris,XC1018592,0.2232,5.6501,632.967,4509.89,7.8369,5.4269,2.1868
Clibanornis_rectirostris,XC10705,1.1686,1.374,872.482,20225.719,3.3359,0.2054,1.9619
Clibanornis_rectirostris,XC11924,2.1331,6.677,323.601,3500.779,6.9077,4.5439,0.2307
Clibanornis_rectirostris,XC173343,3.5736,8.4701,605.769,3610.385,13.6094,4.8965,5.1393
Clibanornis_rectirostris,XC186386,0.1033,3.3774,1836.924,3925.608,7.8689,3.2741,4.4915
Cnemotriccus_fuscatus,XC1035107,0.9027,1.3179,2352.433,6893.175,6.3703,0.4152,5.0524
Cnemotriccus_fuscatus,XC1015637,0.6089,1.2392,1987.514,4300.569,4.5135,0.6303,3.2743
Cnemotriccus_fuscatus,XC1017280,0.4822,0.9644,2223.97,3778.358,7.4437,0.4822,6.4793
Cnemotriccus_fuscatus,XC1004135,1.4904,1.777,1709.573,3035.364,13.4707,0.2866,11.6937
Cnemotriccus_fuscatus,XC1009658,1.29,1.9644,2158.851,5726.953,16.8606,0.6744,14.8962
Coccycua_cinerea,XC29035,1.9426,8.7705,615.894,1192.053,16.9255,6.8279,8.155
Coccycua_cinerea,XC48717,4.9329,14.6512,354.502,3013.264,0.0,9.7183,-14.6512
Coccycua_cinerea,XC50825,3.0447,12.8132,411.153,1735.981,0.0,9.7685,-12.8132
Coccycua_cinerea,XC50826,0.5309,11.1609,497.051,994.102,16.6617,10.63,5.5008
Coccycua_cinerea,XC681543,10.6413,11.8751,315.0,569.423,0.0,1.2338,-11.8751
Coccycua_minuta,XC1002762,4.7889,5.0506,1165.094,9275.13,7.6861,0.2617,2.6355
Coccycua_minuta,XC1002795,2.2288,2.3853,1356.923,7196.538,5.7003,0.1565,3.315
Coccycua_minuta,XC1002796,3.8649,4.0078,945.0,10782.692,7.4754,0.1429,3.4676
Coccycua_minuta,XC1006262,1.7944,2.8673,726.923,7196.538,9.1846,1.0729,6.3173
Coccycua_minuta,XC1006263,2.3561,3.6391,633.948,4300.569,34.3047,1.283,30.6656
Coccyzus_americanus,XC115821,0.948,3.7922,378.439,2548.159,11.2625,2.8442,7.4703
Coccyzus_americanus,XC135357,4.5266,4.7768,635.514,2205.607,5.4023,0.2502,0.6255
Coccyzus_americanus,XC135044,1.0984,6.8414,424.038,992.25,15.8393,5.743,8.9979
Coccyzus_americanus,XC102205,3.7622,13.7558,634.546,4441.823,0.0,9.9936,-13.7558
Coccyzus_americanus,XC1008347,0.6468,2.1319,385.509,968.056,12.1447,1.4851,10.0128
Coccyzus_euleri,XC1059429,1.2679,6.1391,599.712,975.288,12.9443,4.8712,6.8052
Coccyzus_euleri,XC115394,8.4413,18.4949,487.33,2895.316,24.2172,10.0536,5.7223
Coccyzus_euleri,XC441496,2.6165,10.3278,857.853,15627.837,13.9471,7.7113,3.6193
Coccyzus_euleri,XC477964,2.0676,2.3459,373.876,947.733,3.3002,0.2783,0.9543
Coccyzus_euleri,XC55482,1.8587,6.0556,558.411,1094.923,16.9814,4.1969,10.9258
Coccyzus_melacoryphus,XC10326,3.3156,6.3517,515.333,1077.514,14.6406,3.0361,8.2889
Coccyzus_melacoryphus,XC107909,0.395,3.9681,2713.846,10322.308,5.6739,3.5731,1.7058
Coccyzus_melacoryphus,XC174404,0.574,4.5197,565.385,1042.428,12.7633,3.9457,8.2436
Coccyzus_melacoryphus,XC206442,4.3471,6.3858,478.446,1730.848,15.8259,2.0387,9.4401
Coccyzus_melacoryphus,XC221190,0.8448,3.0039,654.231,1114.615,10.3375,2.1591,7.3336
Cochlearius_cochlearius,XC225320,0.4629,2.916,121.154,2471.538,3.365,2.4531,0.449
Cochlearius_cochlearius,XC221196,3.9255,5.572,779.585,1396.4,6.1385,1.6465,0.5665
Cochlearius_cochlearius,XC238142,17.1993,17.9653,214.172,985.19,19.4624,0.766,1.4971
Cochlearius_cochlearius,XC10886,0.8261,11.5655,314.527,6638.176,13.6404,10.7394,2.0749
Cochlearius_cochlearius,XC221011,8.5067,13.6301,339.231,6154.615,0.0,5.1234,-13.6301
Coereba_flaveola,XC1000599,0.2672,2.4108,5483.117,13157.842,7.7591,2.1436,5.3483
Coereba_flaveola,XC101499,3.3507,4.7785,3837.958,9971.837,7.3568,1.4278,2.5783
Coereba_flaveola,XC1016729,2.1897,4.0167,6193.548,10207.885,7.699,1.827,3.6823
Coereba_flaveola,XC1017290,0.2351,0.3185,5704.767,7215.334,0.5536,0.0834,0.2351
Coereba_flaveola,XC102148,0.8417,2.2138,7870.098,10097.485,4.9525,1.3721,2.7387
Colaptes_campestris,XC1008363,0.1856,0.2891,1526.502,12636.042,0.6065,0.1035,0.3174
Colaptes_campestris,XC1041423,0.1315,10.3125,1503.297,5696.703,15.4353,10.181,5.1228
Colaptes_campestris,XC1053971,1.1072,3.1409,2268.132,17301.099,6.0902,2.0337,2.9493
Colaptes_campestris,XC1067266,0.7802,1.2693,2189.011,6092.308,1.7732,0.4891,0.5039
Colaptes_campestris,XC1074533,5.6107,6.2795,934.865,11668.931,6.7476,0.6688,0.4681
Colaptes_melanochloros,XC119353,5.2709,5.3485,1267.897,9320.755,10.9337,0.0776,5.5852
Colaptes_melanochloros,XC115715,0.3441,4.2029,980.249,15377.658,11.3535,3.8588,7.1506
Colaptes_melanochloros,XC1050497,4.9825,5.3759,896.538,3440.769,6.2937,0.3934,0.9178
Colaptes_melanochloros,XC1003111,12.0778,16.277,1176.0,1837.5,28.4349,4.1992,12.1579
Colaptes_melanochloros,XC1048631,2.0634,4.1124,2326.154,4119.231,9.2355,2.049,5.1231
Colibri_serrirostris,XC1017642,0.9586,1.0039,2972.611,6170.99,1.6396,0.0453,0.6357
Colibri_serrirostris,XC741128,0.239,0.3515,4499.194,9725.669,0.5624,0.1125,0.2109
Colibri_serrirostris,XC10527,1.1243,4.1992,1930.303,11953.03,6.3515,3.0749,2.1523
Colibri_serrirostris,XC108702,1.3792,1.4369,2707.131,7093.369,1.7869,0.0577,0.35
Colibri_serrirostris,XC115182,0.3281,4.7828,2445.758,15224.841,7.1226,4.4547,2.3398
Colonia_colonus,XC1018616,0.6932,1.3199,1714.286,4509.89,5.8401,0.6267,4.5202
Colonia_colonus,XC1080169,1.3416,1.9761,2115.498,4556.458,11.8857,0.6345,9.9096
Colonia_colonus,XC11079,1.6295,2.6125,2844.201,5345.727,9.0121,0.983,6.3996
Colonia_colonus,XC115246,0.1287,0.4709,1404.967,7264.706,3.3697,0.3422,2.8988
Colonia_colonus,XC118810,7.5247,7.8292,1370.699,5431.396,8.6944,0.3045,0.8652
Columba_livia,XC1029262,1.241,2.4432,145.385,648.173,3.0336,1.2022,0.5904
Columba_livia,XC1029257,0.4384,6.8634,119.936,411.21,9.6795,6.425,2.8161
Columba_livia,XC1029258,0.9588,16.2693,133.269,545.192,17.7539,15.3105,1.4846
Columba_livia,XC1005047,5.5654,19.2046,197.802,501.099,36.3104,13.6392,17.1058
Columba_livia,XC1023563,2.5644,6.8268,231.306,651.082,9.5728,4.2624,2.746
Columbina_minuta,XC115477,3.7383,12.7205,479.745,745.318,18.5357,8.9822,5.8152
Columbina_minuta,XC129362,1.5927,5.5496,435.268,890.026,10.1411,3.9569,4.5915
Columbina_minuta,XC178624,8.1423,8.2377,445.477,745.318,8.7639,0.0954,0.5262
Columbina_minuta,XC221413,0.2588,14.0837,459.375,775.666,17.144,13.8249,3.0603
Columbina_minuta,XC221416,5.7981,9.4048,490.957,732.129,10.9942,3.6067,1.5894
Columbina_picui,XC1030196,1.5423,5.2934,485.776,865.948,15.0019,3.7511,9.7085
Columbina_picui,XC221428,0.9095,5.4747,452.97,953.621,16.8319,4.5652,11.3572
Columbina_picui,XC221429,1.1904,4.5065,380.285,903.178,16.5257,3.3161,12.0192
Columbina_picui,XC221430,4.8126,9.2773,535.279,919.581,17.5056,4.4647,8.2283
Columbina_picui,XC272803,3.8225,8.1502,460.385,823.846,15.2732,4.3277,7.123
Columbina_squammata,XC1000544.mp3,1.1656,1.8649,3495.732,11159.451,6.4237,6993.0,45588.0
Columbina_squammata,XC103402.mp3,0.8419,1.2028,1073.171,10536.585,1.9996,3609.0,7968.0
Columbina_squammata,XC1035368.mp3,4.8124,6.7767,3073.171,11268.293,10.2632,19643.0,34865.0
Columbina_squammata,XC1018907.mp3,2.1824,2.5075,2634.146,14634.146,2.7164,3251.0,2089.0
Columbina_squammata,XC1030195.mp3,1.4874,2.6029,2957.927,10890.549,4.3692,11155.0,17663.0
Columbina_talpacoti,XC1005811.mp3,8.0233,9.0735,4840.244,19092.073,10.2077,10502.0,11342.0
Columbina_talpacoti,XC1025824.mp3,1.4443,2.3962,2151.22,7260.366,4.1358,9519.0,17396.0
Columbina_talpacoti,XC1025825.mp3,0.8146,1.0386,0.0,9949.39,1.4051,2240.0,3665.0
Columbina_talpacoti,XC1041374.mp3,1.7334,1.9883,1756.098,16829.268,2.2262,2549.0,2379.0
Columbina_talpacoti,XC1046916.mp3,1.9751,2.4474,439.024,10975.61,2.748,4723.0,3006.0
Gallinula_galeata,XC1008509.mp3,0.2486,0.5996,1210.061,7394.817,0.819,3510.0,2194.0
Gallinula_galeata,XC101471.mp3,0.7482,3.3918,2016.768,14924.085,14.0161,26436.0,106243.0
Gampsonyx_swainsonii,XC16052.mp3,0.1703,1.6843,403.354,14924.085,2.8198,15140.0,11355.0
Gampsonyx_swainsonii,XC194323.mp3,8.1337,11.8576,806.707,11025.0,13.1316,37239.0,12740.0
Gampsonyx_swainsonii,XC236737.mp3,0.6105,1.3287,1613.415,5512.5,8.4752,7182.0,71465.0
Gampsonyx_swainsonii,XC257346.mp3,6.3477,10.5279,5646.951,11025.0,13.5856,41802.0,30577.0
Gampsonyx_swainsonii,XC261517.mp3,2.8553,5.1872,2151.22,9680.488,8.6612,23319.0,34740.0
Geothlypis_aequinoctialis,XC223384.mp3,1.9251,3.8817,2285.671,11293.902,10.0671,19566.0,61854.0
Geothlypis_aequinoctialis,XC127202.mp3,1.9748,2.2461,1210.061,20705.488,5.0047,2713.0,27586.0
Geothlypis_aequinoctialis,XC1085498.mp3,0.8925,3.0661,1478.963,14117.378,11.0842,21736.0,80181.0
Geothlypis_aequinoctialis,XC1064770.mp3,2.732,5.5235,1478.963,8335.976,9.1761,27915.0,36526.0
Geothlypis_aequinoctialis,XC1049824.mp3,1.0267,6.1379,2536.585,5317.073,12.4991,51112.0,63612.0
Geotrygon_montana,XC100149.mp3,1.3584,2.264,1024.39,8048.78,3.1194,9056.0,8554.0
Geotrygon_montana,XC1010330.mp3,3.445,3.9179,1882.317,6857.012,6.2652,4729.0,23473.0
Geotrygon_montana,XC1059073.mp3,2.8867,3.6131,3073.171,13024.39,5.0285,7264.0,14154.0
Geotrygon_montana,XC1059424.mp3,2.5253,4.2775,3658.537,10243.902,5.4886,17522.0,12111.0
Geotrygon_montana,XC1086400.mp3,1.6881,2.7217,882.0,7529.268,5.9257,10336.0,32040.0
Geranoaetus_albicaudatus,XC1018671.mp3,2.2291,3.839,1170.732,7317.073,10.8978,16099.0,70588.0
Geranoaetus_albicaudatus,XC1033802.mp3,0.1191,0.4368,1344.512,7394.817,1.3701,3177.0,9333.0
Geranoaetus_albicaudatus,XC1059975.mp3,0.7275,1.3095,439.024,9512.195,1.3095,5820.0,0.0
Geranoaetus_albicaudatus,XC109214.mp3,9.1416,10.0558,806.707,8201.524,30.0941,9142.0,200383.0
Geranoaetus_albicaudatus,XC12225.mp3,0.8641,1.4042,806.707,6184.756,2.8083,5401.0,14041.0
Geranoaetus_melanoleucus,XC175146.mp3,10.2178,18.2742,1478.963,13445.122,44.4083,80564.0,261341.0
Geranoaetus_melanoleucus,XC15326.mp3,0.4158,0.9703,537.805,14655.183,1.5248,5545.0,5545.0
Geranoaetus_melanoleucus,XC14416.mp3,1.5689,1.9073,1853.659,6243.902,5.2605,3384.0,33532.0
Geranoaetus_melanoleucus,XC124814.mp3,0.5123,1.8903,1344.512,11293.902,9.9286,13780.0,80383.0
Geranoaetus_melanoleucus,XC144770.mp3,2.0861,3.1745,941.159,9008.232,24.0352,10884.0,208607.0
Geranospiza_caerulescens,XC1035882.mp3,0.5768,2.0188,2823.476,18285.366,23.491,14420.0,214722.0
Geranospiza_caerulescens,XC1049230.mp3,1.3949,2.1833,585.366,13463.415,2.5168,7884.0,3335.0
Geranospiza_caerulescens,XC1083162.mp3,1.8936,2.4762,1747.866,9277.134,8.3391,5826.0,58629.0
Geranospiza_caerulescens,XC111464.mp3,0.6159,1.3615,731.707,8487.805,6.386,7456.0,50245.0
Geranospiza_caerulescens,XC116585.mp3,1.5591,2.1857,1210.061,11293.902,6.4405,6266.0,42548.0
Glaucidium_brasilianum,XC10430.mp3,3.5687,5.9478,672.256,15865.244,21.4729,23791.0,155251.0
Glaucidium_brasilianum,XC1034537.mp3,1.8001,7.2164,537.805,11966.159,11.7246,54163.0,45082.0
Glaucidium_brasilianum,XC103232.mp3,2.0245,8.1843,731.707,8634.146,11.3288,61598.0,31445.0
Glaucidium_brasilianum,XC1017644.mp3,0.8222,4.8532,1075.61,11025.0,7.9016,40310.0,30484.0
Glaucidium_brasilianum,XC1011092.mp3,2.3588,5.137,1344.512,13445.122,6.395,27782.0,12580.0
Glaucidium_hardyi,XC10043.mp3,6.0453,7.8532,806.707,9008.232,13.5595,18079.0,57063.0
Glaucidium_hardyi,XC1008632.mp3,5.2823,7.9704,537.805,6991.463,12.5963,26881.0,46259.0
Glaucidium_hardyi,XC1056460.mp3,12.9034,14.4834,941.159,8335.976,21.6373,15800.0,71539.0
Glaucidium_hardyi,XC119117.mp3,2.2168,3.7516,537.805,11831.707,13.0685,15348.0,93169.0
Glaucidium_hardyi,XC121133.mp3,0.9753,3.0107,806.707,14924.085,10.05,20354.0,70393.0
Glaucis_hirsutus,XC245010.mp3,8.1091,10.5915,1210.061,19226.524,28.382,24824.0,177905.0
Glaucis_hirsutus,XC223549.mp3,2.6156,2.7489,5646.951,15999.695,2.7989,1333.0,500.0
Glaucis_hirsutus,XC223550.mp3,5.609,6.2701,2420.122,14520.732,9.1147,6611.0,28446.0
Glaucis_hirsutus,XC128470.mp3,6.759,6.8981,2341.463,10390.244,6.9398,1391.0,417.0
Glaucis_hirsutus,XC16811.mp3,0.6737,0.7763,3764.634,14924.085,0.8056,1026.0,293.0
Glyphorynchus_spirurus,XC1026470.mp3,0.9711,2.3198,2285.671,10352.744,8.9556,13487.0,66358.0
Glyphorynchus_spirurus,XC1033903.mp3,0.9243,1.8243,1317.073,8048.78,5.5944,9000.0,37701.0
Glyphorynchus_spirurus,XC10365.mp3,5.0797,5.3006,1613.415,15192.988,5.5214,2209.0,2208.0
Glyphorynchus_spirurus,XC1048186.mp3,17.1342,17.7369,2285.671,14789.634,17.9091,6027.0,1722.0
Glyphorynchus_spirurus,XC1048187.mp3,9.3812,9.5255,2554.573,12503.963,9.6121,1443.0,866.0
Gnorimopsar_chopi,XC108139.mp3,1.5251,2.3706,1568.551,4627.317,7.429,8455.0,50584.0
Gnorimopsar_chopi,XC123596.mp3,0.6084,0.82,1902.439,5707.317,2.169,2116.0,13490.0
Gnorimopsar_chopi,XC100820.mp3,0.7239,1.1497,806.707,14520.732,2.5549,4258.0,14052.0
Gnorimopsar_chopi,XC1058307.mp3,2.3647,2.6947,1317.073,14487.805,11.4754,3300.0,87807.0
Gnorimopsar_chopi,XC119032.mp3,3.637,4.8493,1075.61,8067.073,11.0738,12123.0,62245.0
Griseotyrannus_aurantioatrocristatus,XC272793.mp3,0.854,1.2811,4436.89,17882.012,2.3791,4271.0,10980.0
Griseotyrannus_aurantioatrocristatus,XC272792.mp3,2.7443,2.98,3764.634,12503.963,3.3672,2357.0,3872.0
Griseotyrannus_aurantioatrocristatus,XC272786.mp3,2.1824,2.3142,3764.634,16403.049,2.4753,1318.0,1611.0
Griseotyrannus_aurantioatrocristatus,XC145416.mp3,1.7685,2.0632,2554.573,11966.159,26.7482,2947.0,246850.0
Griseotyrannus_aurantioatrocristatus,XC269888.mp3,2.3529,2.6369,3899.085,19495.427,4.4016,2840.0,17647.0
Gubernetes_yetapa,XC108635.mp3,5.6537,6.1858,2285.671,9814.939,6.5849,5321.0,3991.0
Gubernetes_yetapa,XC115292.mp3,12.7453,13.1477,4571.341,9411.585,19.2297,4024.0,60820.0
Gubernetes_yetapa,XC123238.mp3,1.6831,3.0506,806.707,15058.537,5.6279,13675.0,25773.0
Gubernetes_yetapa,XC130927.mp3,2.0728,3.8911,941.159,8067.073,24.0737,18183.0,201826.0
Gubernetes_yetapa,XC131978.mp3,0.0346,0.5533,1075.61,9949.39,0.6916,5187.0,1383.0
Guira_guira,XC114979.mp3,0.185,1.6383,1075.61,18554.268,5.2056,14533.0,35673.0
Guira_guira,XC109891.mp3,3.8884,4.7242,941.159,18419.817,7.159,8358.0,24348.0
Guira_guira,XC1080162.mp3,21.1263,23.3856,2420.122,12907.317,30.0049,22593.0,66193.0
Guira_guira,XC106799.mp3,0.9483,1.5488,1344.512,16134.146,2.2916,6005.0,7428.0
Guira_guira,XC1051805.mp3,16.5435,18.7345,806.707,7125.915,21.4653,21910.0,27308.0
Guyramemua_affine,XC115529.mp3,3.8231,8.9527,585.366,22829.268,23.8094,51296.0,148567.0
Guyramemua_affine,XC115530.mp3,2.6077,4.4704,9365.854,22243.902,23.0504,18627.0,185800.0
Guyramemua_affine,XC230141.mp3,1.9544,2.3097,2420.122,14386.28,2.4874,3553.0,1777.0
Guyramemua_affine,XC427985.mp3,1.0954,1.5382,2195.122,12878.049,5.1973,4428.0,36591.0
Guyramemua_affine,XC659500.mp3,13.5732,13.9264,403.354,7260.366,14.2292,3532.0,3028.0
Gymnoderus_foetidus,XC106284.mp3,0.5979,0.8471,1478.963,5781.402,1.6145,2492.0,7674.0
Harpagus_bidentatus,XC129956.mp3,7.8479,10.0368,1170.732,5707.317,36.4635,21889.0,264267.0
Harpagus_bidentatus,XC12628.mp3,1.8756,2.7985,1882.317,10756.098,12.2659,9229.0,94674.0
Harpagus_bidentatus,XC151968.mp3,1.8831,3.1744,2926.829,7756.098,6.1874,12913.0,30130.0
Harpagus_bidentatus,XC1031765.mp3,0.3177,0.9689,2245.614,11508.772,1.8902,6512.0,9213.0
Harpagus_bidentatus,XC125927.mp3,2.4063,3.5593,1747.866,11966.159,13.2095,11530.0,96502.0
Harpia_harpyja,XC220756.mp3,0.2759,1.0389,2151.22,10890.549,1.9966,7630.0,9577.0
Harpia_harpyja,XC194725.mp3,0.2481,0.7736,2016.768,11293.902,1.664,5255.0,8904.0
Harpia_harpyja,XC167632.mp3,0.5067,2.3648,1747.866,9680.488,3.2516,18581.0,8868.0
Harpia_harpyja,XC15094.mp3,0.4628,1.0799,1853.659,13268.293,2.7189,6171.0,16390.0
Harpia_harpyja,XC223872.mp3,0.9746,1.7772,2016.768,10083.841,2.3791,8026.0,6019.0
Heliactin_bilophus,XC413852.mp3,4.5471,4.8719,2823.476,13848.476,5.9546,3248.0,10827.0
Heliactin_bilophus,XC413851.mp3,3.6929,3.9739,3495.732,9008.232,5.0175,2810.0,10436.0
Heliactin_bilophus,XC172596.mp3,1.4761,1.9682,7663.72,12772.866,11.2036,4921.0,92354.0
Heliactin_bilophus,XC1018280.mp3,0.3369,0.7861,3365.854,10390.244,1.4225,4492.0,6364.0
Heliactin_bilophus,XC1067327.mp3,1.3426,1.4482,2016.768,11159.451,3.8014,1056.0,23532.0
Helicolestes_hamatus,XC106286.mp3,1.7883,2.7766,1478.963,10218.293,6.4002,9883.0,36236.0
Helicolestes_hamatus,XC12065.mp3,1.3036,1.4666,537.805,7125.915,1.6062,1630.0,1396.0
Helicolestes_hamatus,XC121233.mp3,2.3234,3.4704,4390.244,14634.146,8.4555,11470.0,49851.0
Helicolestes_hamatus,XC179839.mp3,0.705,1.0728,2016.768,7529.268,1.3487,3678.0,2759.0
Helicolestes_hamatus,XC179840.mp3,1.9484,3.4235,1210.061,9277.134,8.4893,14751.0,50658.0
Heliomaster_furcifer,XC313510.mp3,0.5935,0.7975,4033.537,14251.829,3.895,2040.0,30975.0
Heliomaster_furcifer,XC725855.mp3,2.0727,2.3074,4705.793,13579.573,3.3633,2347.0,10559.0
